290,152,40597,1,0,0:0:0:0:
235,133,40804,1,0,0:0:0:0:
189,185,41011,1,0,0:0:0:0:
189,185,41218,1,0,0:0:0:0:
234,191,41424,1,0,0:0:0:0:
235,133,41631,1,0,0:0:0:0:
276,190,41838,1,0,0:0:0:0:
276,190,42045,1,0,0:0:0:0:
276,190,42252,1,0,0:0:0:0:
235,133,42459,1,0,0:0:0:0:
201,188,42666,1,0,0:0:0:0:
235,125,42873,1,0,0:0:0:0:
201,188,43080,1,0,0:0:0:0:
254,162,43287,1,0,0:0:0:0:
235,178,43493,1,0,0:0:0:0:
320,115,43700,1,0,0:0:0:0:
271,168,43907,1,0,0:0:0:0:
314,179,44114,1,0,0:0:0:0:
297,206,44321,1,0,0:0:0:0:
254,157,44528,1,0,0:0:0:0:
205,190,44735,1,0,0:0:0:0:
205,190,44942,1,0,0:0:0:0:
293,182,45149,1,0,0:0:0:0:
229,135,45355,1,0,0:0:0:0:
342,199,45562,1,0,0:0:0:0:
309,161,45769,1,0,0:0:0:0:
404,118,45976,1,0,0:0:0:0:
251,160,46183,1,0,0:0:0:0:
171,168,46390,1,0,0:0:0:0:
166,173,46804,1,0,0:0:0:0:
220,136,47011,1,0,0:0:0:0:
339,194,47218,1,0,0:0:0:0:
291,157,47424,1,0,0:0:0:0:
278,199,47631,1,0,0:0:0:0:
264,185,47838,1,0,0:0:0:0:
160,190,48045,1,0,0:0:0:0:
264,185,48252,1,0,0:0:0:0:
201,135,48459,1,0,0:0:0:0:
264,185,48666,1,0,0:0:0:0:
285,164,48873,1,0,0:0:0:0:
264,185,49080,1,0,0:0:0:0:
171,162,49287,1,0,0:0:0:0:
264,185,49493,1,0,0:0:0:0:
230,176,49700,1,0,0:0:0:0:
256,174,49804,1,0,0:0:0:0:
256,183,49907,1,0,0:0:0:0:
256,183,50011,1,0,0:0:0:0:
335,188,50114,1,0,0:0:0:0:
256,175,50218,1,0,0:0:0:0:
230,176,50321,1,0,0:0:0:0:
250,178,50424,1,0,0:0:0:0:
230,176,50528,1,0,0:0:0:0:
230,176,50942,1,0,0:0:0:0:
230,176,51149,1,0,0:0:0:0:
335,188,51355,1,0,0:0:0:0:
230,176,51769,1,0,0:0:0:0:
230,176,52183,1,0,0:0:0:0:
230,176,52390,1,0,0:0:0:0:
230,176,52597,1,0,0:0:0:0:
230,176,53011,1,0,0:0:0:0:
230,176,53424,1,0,0:0:0:0:
230,176,53631,1,0,0:0:0:0:
230,176,53838,1,0,0:0:0:0:
230,176,54045,1,0,0:0:0:0:
230,176,54252,1,0,0:0:0:0:
247,171,54459,1,0,0:0:0:0:
263,167,54666,1,0,0:0:0:0:
255,191,55080,1,0,0:0:0:0:
255,191,55287,1,0,0:0:0:0:
255,191,55493,1,0,0:0:0:0:
246,167,55700,1,0,0:0:0:0:
255,191,55907,1,0,0:0:0:0:
255,191,56114,1,0,0:0:0:0:
255,191,56321,1,0,0:0:0:0:
255,191,56735,1,0,0:0:0:0:
255,191,56942,1,0,0:0:0:0:
255,191,57149,1,0,0:0:0:0:
255,191,57355,1,0,0:0:0:0:
255,191,57562,1,0,0:0:0:0:
255,191,57769,1,0,0:0:0:0:
279,172,57976,1,0,0:0:0:0:
255,191,58390,1,0,0:0:0:0:
255,191,58597,1,0,0:0:0:0:
255,191,58804,1,0,0:0:0:0:
257,162,59011,1,0,0:0:0:0:
255,191,59218,1,0,0:0:0:0:
258,151,59424,1,0,0:0:0:0:
255,191,59631,1,0,0:0:0:0:
255,191,59838,1,0,0:0:0:0:
255,191,60045,1,0,0:0:0:0:
281,170,60252,1,0,0:0:0:0:
255,191,60459,1,0,0:0:0:0:
255,191,60666,1,0,0:0:0:0:
255,191,60873,1,0,0:0:0:0:
281,170,61080,1,0,0:0:0:0:
255,191,61287,1,0,0:0:0:0:
260,149,61493,1,0,0:0:0:0:
255,191,61700,1,0,0:0:0:0:
260,149,61907,1,0,0:0:0:0:
255,191,62114,1,0,0:0:0:0:
260,149,62321,1,0,0:0:0:0:
255,191,62528,1,0,0:0:0:0:
259,139,62735,1,0,0:0:0:0:
255,191,62942,1,0,0:0:0:0:
256,136,63045,1,0,0:0:0:0:
255,191,63149,1,0,0:0:0:0:
256,135,63252,1,0,0:0:0:0:
255,191,63355,1,0,0:0:0:0:
259,139,63459,1,0,0:0:0:0:
255,191,63562,1,0,0:0:0:0:
254,135,63666,1,0,0:0:0:0:
255,191,63769,1,0,0:0:0:0:
256,136,63873,1,0,0:0:0:0:
255,191,63976,1,0,0:0:0:0:
256,136,64080,1,0,0:0:0:0:
255,191,64183,1,0,0:0:0:0:
247,137,64287,1,0,0:0:0:0:
255,191,64390,1,0,0:0:0:0:
244,141,64493,1,0,0:0:0:0:
244,140,64597,1,0,0:0:0:0:
255,191,65011,1,0,0:0:0:0:
255,191,65218,1,0,0:0:0:0:
280,163,65424,1,0,0:0:0:0:
255,191,65838,1,0,0:0:0:0:
255,191,66252,1,0,0:0:0:0:
214,121,66666,1,0,0:0:0:0:
255,191,66873,1,0,0:0:0:0:
255,191,67080,1,0,0:0:0:0:
255,191,67493,1,0,0:0:0:0:
255,191,67700,1,0,0:0:0:0:
255,191,67907,1,0,0:0:0:0:
255,191,68321,1,0,0:0:0:0:
255,191,68735,1,0,0:0:0:0:
255,191,68942,1,0,0:0:0:0:
255,191,69149,1,0,0:0:0:0:
255,191,69355,1,0,0:0:0:0:
255,191,69562,1,0,0:0:0:0:
255,191,69976,1,0,0:0:0:0:
255,191,70183,1,0,0:0:0:0:
263,165,70390,1,0,0:0:0:0:
255,191,70597,1,0,0:0:0:0:
255,191,70804,1,0,0:0:0:0:
255,191,71011,1,0,0:0:0:0:
260,186,71218,1,0,0:0:0:0:
255,191,71424,1,0,0:0:0:0:
255,191,71631,1,0,0:0:0:0:
255,191,71838,1,0,0:0:0:0:
255,191,72045,1,0,0:0:0:0:
260,186,72252,1,0,0:0:0:0:
255,191,72459,1,0,0:0:0:0:
255,191,72873,1,0,0:0:0:0:
255,191,72976,1,0,0:0:0:0:
255,191,73080,1,0,0:0:0:0:
255,191,73183,1,0,0:0:0:0:
255,191,73287,1,0,0:0:0:0:
276,220,73493,1,0,0:0:0:0:
274,221,73700,1,0,0:0:0:0:
274,221,74114,1,0,0:0:0:0:
246,199,74321,1,0,0:0:0:0:
246,199,74735,1,0,0:0:0:0:
246,199,75149,1,0,0:0:0:0:
246,199,75355,1,0,0:0:0:0:
246,199,75562,1,0,0:0:0:0:
246,199,75666,1,0,0:0:0:0:
246,199,75769,1,0,0:0:0:0:
246,199,75976,1,0,0:0:0:0:
232,178,76183,1,0,0:0:0:0:
256,176,76390,1,0,0:0:0:0:
256,176,76597,1,0,0:0:0:0:
256,176,76700,1,0,0:0:0:0:
256,176,76804,1,0,0:0:0:0:
238,200,77011,1,0,0:0:0:0:
256,176,77218,1,0,0:0:0:0:
256,176,77424,1,0,0:0:0:0:
256,176,77631,1,0,0:0:0:0:
256,176,77838,1,0,0:0:0:0:
242,192,78045,1,0,0:0:0:0:
256,176,78252,1,0,0:0:0:0:
242,192,78355,1,0,0:0:0:0:
242,192,78459,1,0,0:0:0:0:
256,176,78666,1,0,0:0:0:0:
256,176,78873,1,0,0:0:0:0:
242,192,79080,1,0,0:0:0:0:
256,176,79287,1,0,0:0:0:0:
256,176,79493,1,0,0:0:0:0:
234,190,79700,1,0,0:0:0:0:
256,176,79907,1,0,0:0:0:0:
244,178,80011,1,0,0:0:0:0:
256,176,80114,1,0,0:0:0:0:
256,176,80321,1,0,0:0:0:0:
244,178,80528,1,0,0:0:0:0:
234,190,80631,1,0,0:0:0:0:
256,176,80735,1,0,0:0:0:0:
256,176,80942,1,0,0:0:0:0:
233,189,81149,1,0,0:0:0:0:
242,223,81355,1,0,0:0:0:0:
256,176,81562,1,0,0:0:0:0:
233,189,81769,1,0,0:0:0:0:
235,184,81873,1,0,0:0:0:0:
256,176,81976,1,0,0:0:0:0:
256,176,82183,1,0,0:0:0:0:
256,176,82390,1,0,0:0:0:0:
256,176,82597,1,0,0:0:0:0:
235,178,82804,1,0,0:0:0:0:
235,178,83011,1,0,0:0:0:0:
235,178,83114,1,0,0:0:0:0:
256,176,83218,1,0,0:0:0:0:
235,178,83424,1,0,0:0:0:0:
256,176,83631,1,0,0:0:0:0:
233,184,83735,1,0,0:0:0:0:
233,184,83838,1,0,0:0:0:0:
233,183,83942,1,0,0:0:0:0:
256,176,84045,1,0,0:0:0:0:
256,176,84252,1,0,0:0:0:0:
265,174,84459,1,0,0:0:0:0:
256,176,84666,1,0,0:0:0:0:
256,176,84873,1,0,0:0:0:0:
262,180,85080,1,0,0:0:0:0:
231,178,85183,1,0,0:0:0:0:
256,176,85287,1,0,0:0:0:0:
256,176,85493,1,0,0:0:0:0:
256,176,85700,1,0,0:0:0:0:
223,184,85804,1,0,0:0:0:0:
256,176,85907,1,0,0:0:0:0:
265,174,86114,1,0,0:0:0:0:
256,176,86218,1,0,0:0:0:0:
256,176,86321,1,0,0:0:0:0:
256,176,86424,1,0,0:0:0:0:
256,176,86528,1,0,0:0:0:0:
223,184,86735,1,0,0:0:0:0:
256,176,86942,1,0,0:0:0:0:
256,176,87355,1,0,0:0:0:0:
256,176,87562,1,0,0:0:0:0:
256,176,87769,1,0,0:0:0:0:
221,181,87976,1,0,0:0:0:0:
256,176,88183,1,0,0:0:0:0:
256,176,88390,1,0,0:0:0:0:
256,176,88597,1,0,0:0:0:0:
212,189,88700,1,0,0:0:0:0:
256,176,88804,1,0,0:0:0:0:
256,176,89011,1,0,0:0:0:0:
212,189,89114,1,0,0:0:0:0:
212,189,89218,1,0,0:0:0:0:
256,176,89424,1,0,0:0:0:0:
212,189,89631,1,0,0:0:0:0:
256,176,89838,1,0,0:0:0:0:
210,164,89942,1,0,0:0:0:0:
256,176,90045,1,0,0:0:0:0:
256,176,90252,1,0,0:0:0:0:
266,154,90459,1,0,0:0:0:0:
262,185,90666,1,0,0:0:0:0:
256,176,90873,1,0,0:0:0:0:
266,154,91080,1,0,0:0:0:0:
208,167,91287,1,0,0:0:0:0:
208,167,91390,1,0,0:0:0:0:
243,140,91493,1,0,0:0:0:0:
266,154,91700,1,0,0:0:0:0:
266,154,91907,1,0,0:0:0:0:
266,154,92114,1,0,0:0:0:0:
266,154,92321,1,0,0:0:0:0:
266,154,92735,1,0,0:0:0:0:
266,154,93562,1,0,0:0:0:0:
266,154,94390,1,0,0:0:0:0:
266,154,95218,1,0,0:0:0:0:
266,154,96045,1,0,0:0:0:0:
266,154,96873,1,0,0:0:0:0:
266,154,97700,1,0,0:0:0:0:
